nDocumento,documento,topico
4428,jetblu thank ye order rum coke get hotel voucher floor chair arent cushi,2
4429,jetblu pass along wife daughter daughter friend elderli motherinlaw spent sever hour wait,2
4430,jetblu miss goal nhlonnbcsport inept male stewardess land alreadi havent taken yet,16
4431,jetblu horribl job jfkyou need rethink put rout togeth unprofession,3
4432,jetblu let know statu flight 454 pbijfk delay 25hour board problem hatch,18
4433,jetblu thank respons crew patient us also frustrat wouldnt bad airport close,2
4434,jetblu interupt staduim seri nhlonnbcsport dont need see stupid commerci emerg info,9
4435,jetblu well awar insuffici info option,2
4436,jetblu sat plane 3 hour dull insan ijustwanttobeinboston thanksdc,18
4437,jetblu get honest updat departur flite 454 plane infant children,18
4438,jetblu u suckw sit 9hr ur neglig,10
4439,jetblu still wait bag flight 26 land hour ago,2
4440,jetblu complet wast entir day pathet,5
4441,jetblu flight 790 us stuck plane nearli 4 hr set take flight control deni us worst servic,2
4442,jetblu she still wait callbackth lack follow what concern smh,13
4443,jetblu hassh hasnt heard anyon week nonstop flight baggag loststolen custom servic,3
4444,jetblu got luggag wait 40 min went home right famili ada friendli wait long w chair,14
4445,jetblu flight 2202 jfk 2 amp 12 hr delay could get weather relat flightd consid come,3
4446,jetblu figur 4 flight 2morrow hard believ oil low kill u make even part hotel cant compd,17
4447,jetblu saw one useless tsa agent inspect shoe,1
4448,jetblu disappoint miss connect roc slc reimburs even tho friend pilot said due atc,0
4449,jetblu didnt find unfortun help took info incas get found,2
4450,jetblu crew one help,2
4451,jetblu custom servic pleas call,3
4452,jetblu hotel also jetblu lost daughter luggag lose luggag plane never actual left,2
4453,jetblu lipstick pig still pig ur new baggag claim sju disast chair 20 min wait baggag fail,8
4454,jetblu half hour wait unreal final first bag come sju need work,2
4455,jetblu long take bag get baggag belttoolong wait,2
4456,jetblu weve delay delay palm beach need head westchest give info,18
4457,jetblu hey jetblu strand entir plane suppos go jfk get restless need better commun,2
4458,jetblu hey jetblu cancel flightl flight st maarten jfk strand famili baggag area lost daughter luggag,0
4459,jetblu websit serious horribl call center almost make tempt fli someon els sodon,2
4460,jetblu havent allow flight chang ny area airport tonight everyon say travel treacher,2
4461,jetblu cool gate turn flight fll jax delay yet app say time good start,6
4462,jetblu supervisor avail couldnt anyth,8
4463,jetblu learn custom servic sxm work airport jetblu need supervisor anyth,3
4464,jetblu tri fli bo jfk flight delay travel kid book hotel get tonight,2
4465,jetblu tri theyr help terribl custom servic airport least,3
4466,jetblu tell point u realiz u cant fli dca tonight u cancel flightl 1pm u cancel flight 526,0
4467,jetblu make bad situat wors cancel flight flight make us stay overnight sxm wont provid voucher stay differ hotel,2
4468,jetblu alreadi cancel flightl one b4 us dca,13
4469,jetblu physic imposs make airport flight schedul leav less 3 hour,2
4470,jetblu point u cancel flight flight dca airlin alreadi cancel flightl,0
4471,jetblu would like send email lost found jetblu jfk spoke morn drive today,2
4472,jetblu want room food allow agent refus give us voucher use room book,6
4473,jetblu send servic agent strand passeng help,2
4474,jetblu hope flight seattl boston 2pm wifi first one entertain lizaapprov,6
4475,jetblu custom feel like stick airlin jet blue travel work past 5 year never seen 70,3
4476,jetblu ive price 8 year know 70 buck seat crimin 2030 understand price fli jetblu pricewis,9
4477,jetblu cough awkward,12
4478,jetblu guy need live chat,2
4479,jetblu obvious wasnt link noth tri book,5
4480,jetblu quick person travel w mosaic get green tag doesnt make sens end waitin 4 son bag anyway,3
4481,jetblu got wish would commun w us,16
4482,jetblu continu record never flight leav time add much time famili cost jetblu,2
4483,jetblu guess redo flight book problem ugh,5
4484,jetblu suck oh well,5
4485,jetblu she stand cell announc info thismosaicnothappi,2
4486,jetblu someon info smh one bag came noth,2
4487,jetblu there noth appar connect true,16
4488,jetblu u see what hold flt 1002 bag one bag came noth els 10 minut,2
4489,jetblu wouldnt credit right account instead separ sign seem pretti ridicul,2
4490,jetblu seem never receiv id password,2
4491,jetblu ye last month boston got first big snow storm flight cancel flightl,0
4492,jetblu travel bank credit go cant call right,3
4493,jetblu love airlineh websit tri book 2 ticket 1 w mile 1 wout absolut joke need lot work,2
4494,jetblu ye de baggag claim im sad baggag treat us pleas need baggag,2
4495,jetblu mom baggag lost fli 1557 fort lauderdalebogotá today colombian employe treat us badli need help pleas,13
4496,jetblu chang made son pass print conf mine print express disappt w jetblu,2
4497,jetblu cancel flight,0
4498,jetblu unhappi custom wait 20 min hold rude amp uncar rep frozen acct cant print bdng pass,2
4499,jetblu first place realli didnt need extra stress alreadi terribl time oh way made flight 30,3
4500,jetblu miss flight book flight extrem last minut due famili death there excus attitud,3
4501,jetblu seriou attitud fault run tad behind even knew name flight info assur,17
4502,jetblu fli wu much howev kiosk broken syr 1 woman work ticket counter,5
4503,jetblu fli denver march 1st flight itenari keep get chang heckbook trip 3 month ago,2
4504,jetblu hold foreverrrrrr,2
4505,jetblu happi custom weve wait patient mention 150 six month marathon train need 2 tmrw,3
4506,jetblu wait flight fl 12 marathon tmrw 4 chariti u bump us 2a late flightr flight amp cancel flightl fix,2
4507,jetblu want fli storm that right give us choic kid dont want chanc nixchangefe,2
4508,jetblu fail snow come dc area tri get earlier flight refus flight 65 hour delay greedi foolish,2
4509,jetblu benjaminokeef thank includ us tour pack winter coatunfortun ye werenotincalianymor,11
4510,jetblu websit cant print board pass,2
4511,jetblu ideal okay better late flight never,2
4512,jetblu yeah that done defin incident much spend gear trip wast,3
4513,jetblu guy lost bag ski gear flew nyc ski buy new stuff tomorrow,13
4514,jetblu hold 30 min place hold hung 2nd time 2 day look group rate bossju 512 519 10 peopl,15
4515,jetblu your custom servic terribl neveragain flywhonotblu,3
4516,jetblu delay 102 ridicul,18
4517,jetblu your flight attend suck alway rude 4th bad experi jetblu tonight,3
4518,jetblu say person hasnt delay hour sit runway wail babi,8
4519,jetblu flight 672 delay 930 1147 still sit runway 15 minut far air travel best,8
4520,jetblu 1242 may cri,19
4521,jetblu wont site let book ticket nov jfk kin,5
4522,jetblu late flight lost almost 3 hour bay area weekend mention two hour unnecessari vacat time work flt348,2
4523,jetblu ye get exact data download fine upload bandwidth ping issu ping especi,19
4524,jetblu appreci respons worst part lose non refund hotel orlando crew blame wind hope delay,6
4525,jetblu aw flight jfk honeymoon delay 1225 lost money hotel delayforwhat,2
4526,jetblu flight 348 freak nightmar tonight sittingonthetarmac delay,18
4527,jetblu appreci speedi respons longer delay inconveni put custom pleas nix chang fee,7
4528,jetblu what go flight 2034 delay beyond 834 shouldnt thre flight switch point,18
4529,jetblu what broken tv seat 6f flight 1818 today plan catch cav game nooooo,5
4530,jetblu bein call jetblu respond leav number call back think jetblu loos custom,2
4531,jetblu im flt 700 lax fll ppl sleep id rather disturb flight tri dl movi go,2
4532,made costa rica back jetblu miss alreadi pura vida,16
4533,jetblu love guy know paid prem wifi toplay vainglorygam go ping terribl,7
4534,jetblu thank make miss import dinner tonight 2 hr delay 20 min tarmac worst,2
4535,jetblu dont enough hand count number time someth like delay flight guy disappoint,17
4536,jetblu call number left messag pass along messag team,13
4537,jetblu option luggag assist ground hpn flight 2168 delay 2 hour amp 2 sleep kid land,2
4538,jetblu ask slc checkinbag drop found dark blueblackish fit bit flex wouldv lost around 445pm mt,11
4539,jetblu serious go,12
4540,jetblu news flight 122 pbiboston delay wait arriv airport base report 1 12 hour delay,2
4541,jetblu im sorri board chao underway pleas queri post scrum,2
4542,jetblu board im realli impress ive learnt valuabl lesson,3
4543,jetblu ye file claim issu 30 credit courtesi whole thing seem except uncourt,3
4544,jetblu ye board 644 good luck push wheel realiti dare,8
4545,jetblu tri burger good expens lead believ food usa cheap butnot,11
4546,jetblu im tri im tire get grumpi,2
4547,jetblu flight1407 long day arriv london 11 morn,14
4548,jetblu deal plane ground instead divert plane amp ad 2 hr flight,2
4549,jetblu look like inflat car seat got left plane guess theyll back sometim savethoseseat,6
4550,jetblu jan 5 that summer,6
4551,jetblu flight wasnt 951pm alreadi delay,18
4552,jetblu must alway delay late flight night orlando flight,2
4553,jetblu second incid lost baggag sent dm thought,13
4554,jetblu mayb announc delay dont sit plane runway hour take,18
4555,jetblu flight 691 bo tampa takeoff 40 min late flight,0
4556,jetblu ah grasshopp twitterz kung fu good hire geek,7
4557,jetblu discontinu nonstop servic sjc bo cant find 471 472 anywher,0
4558,jetblu noooo previous direct flight fllgtsfo divert la arriv almost 2 hr late flightr,2
4559,well let see could pay negroni bitcoin jetblu,7
4560,jetblu cant seem dm guy jdhadp,11
4561,jetblu two delay littl proactiv commun goe long way howhardcanthatreallyb,19
4562,jetblu worst view athlet watch team front seat chase van nogearnotrain,14
4563,jetblu poor storm custom servic 1hr takeoff delay wait snack cart rude steward name love guy trueblu,3
4564,jetblu departur peopl delay get 200 compens time,2
4565,jetblu one im tri make probabl late flight see email could call pittsburgh intern,6
4566,jetblu worst custom servic airlin compani dontflythem,3
4567,jetblu what random delay flight 1729 chanc fals alarm,10
4568,jetblu lost day airport trip compens inconveni,2
4569,jetblu reason delay,18
4570,jetblu ceo battl appeas passeng wall street waterburi republican american,9
4571,jetblu dont realli know mean isnt best firsttimeflyingwa16mo old experi likelihood addtl delay 2nt,19
4572,jetblu jetblu flt 277 fll sfo tke 1 hr late flight div phx amp got 2 hr late flight done,17
4573,jetblu si 16 month old nephew last night flight mega delay even start w delay,18
4574,jetblu go bdl dca flight yesterday today everi singl one get delay,3
4575,jetblu basic stole glass cant drive see class theyr answer phone call thanksjetblu,2
4576,jetblu weve delay almost 2 hr take jetblu ive good luck today realli frustrat,2
4577,jetblu someth theyr tell us 2,2
4578,jetblu weve runway hour water pressur low taxi back mainten 1572,2
4579,jetblu thank head 2 hour delay sarcasm patienceiswearingthin woof,18
4580,jetblu sign trueblu twice happen everyon around,3
4581,jetblu mechan failur isnt boston fault,12
4582,jetblu 290 boston,5
4583,jetblu im go miss huge import meet constant delay itscostingmeincom,3
4584,jetblu flight delay gtgtgt,18
4585,jetblu sorri report stuck tarmac held notwheelsup,2
4586,bit steam conjunct wmi new 7hour wait first sat bought bit tea ive settl jetblu,11
4587,jetblu appreci youv done end make right still unhappi initi incid call,13
4588,line may extra long secur slow seem employe quick blame custom dont arriv 34 hour ahead jetblu,3
4589,jetblu error messag paper ticket servic onlin pleas see jetblu crewmemb assist,3
4590,jetblu ccndjp send screen shot system error email address provid,3
4591,jetblu inconveni understat like tortur clearli go wrong path jetblu,2
4592,jetblu dont cling safeti card safeti realli issu flight would land immedi,2
4593,jetblu wait line time told crewmemb there updat 930 3hrdelay disappoint,6
4594,jetblu phone agent cant see flight see onlin cant chang ticket even pay frustrat jetblu,0
4595,jetblu flight 669 forc return ny malfunct land countless air strip surround chi,10
4596,jetblu denverboston 210 flight 994 bostondenv 215 flight 493 plane visibl snack crumb seat upon board,10
